gahnite	가나이트	kanaitʰɯ
Bo	보	po
Boaco	보아코	poakʰo
Boden	보덴	poden
Bodmin	보드민	podɯmin
Bojador	보자도르	pod͡ɕadolɯ
Bombala	봄발라	pomballa
Boothia	부시아	pusia
Borders	보더스	podʌsɯ
Bosna	보스나	posɯna
Bosporus	보스포루스	posɯpʰolusɯ
Botany	보터니	potʰʌni
Bothnia	보트니아	potʰɯnia
Boulder	볼더	poldʌ
Bournemouth	본머스	ponmʌsɯ
Bouvet	부베	pube
Bradford	브래드퍼드	pɯlɛdɯpʰʌdɯ
Brashov	브라쇼브	pɯlasjobɯ
Brazos	브래저스	pɯlɛd͡ɕʌsɯ
Brecknock	브레크녹	pɯlekʰɯnok
Bretagne	브르타뉴	pɯlɯtʰanju
Bridgeport	브리지포트	pɯlid͡ɕipʰotʰɯ
Bridlington	브리들링턴	pɯlidɯlliŋtʰʌn
Brighton	브라이턴	pɯlaitʰʌn
Bronx	브롱크스	pɯloŋkʰɯsɯ
Broom	브룸	pɯlum
Brownsville	브라운즈빌	pɯlaund͡ɕɯbil
Brunswick	브런즈윅	pɯlʌnd͡ɕɯwik
Bruxelles	브뤼셀	pɯlwisel
Buckinghamshire	버킹엄셔	pʌkʰiŋʌms͈jʌ
Bucovina	부코비나	pukʰobina
Bug	부크	pukʰɯ
Bugojno	부고이노	pugoino
Bulawayo	불라와요	pullawajo
Buluwayo	불루와요	pulluwajo
Buna	부나	puna
Bunbury	번버리	pʌnbʌli
Bundaberg	번더버그	pʌndʌbʌgɯ
Burlington	벌링턴	pʌlliŋtʰʌn
Burnie	버니	pʌni
Butte	뷰트	pjutʰɯ
Bwake	부아케	puakʰe
Caernarvon	카나번	kʰanabʌn
Caesarea	카이사레아	kʰaisalea
Cairns	케언스	kʰeʌns͈ɯ
Cairo	케이로	kʰeilo
Calais	칼레	kʰalle
Caledonian	칼레도니아	kʰalledonia
Caliente	캘리엔티	kʰɛllientʰi
California	캘리포니아	kʰɛllipʰonia
Callipolis	칼리폴리스	kʰallipʰollisɯ
Calumet	캘러멧	kʰɛllʌmet
Calvary	갈보리	kalboli
Cambay	캄베이	kʰambei
Cambria	캄브리아	kʰambɯlia
Cana	가나	kana
Canaan	가나안	kanaan
Canary	카나리	kʰanali
Candia	칸디아	kʰandia
Canora	커노라	kʰʌnola
Canton	캔턴	kʰɛntʰʌn
Capernaum	가버나움	kabʌnaum
Caralis	카랄리스	kʰalallisɯ
Carazo	카라소	kʰalaso
Cardigan	카디건	kʰadigʌn
Caribbean	카리브	kʰalibɯ
Carmana	카르마나	kʰalɯmana
Carmarthen	카마던	kʰamadʌn
Carmel	카르멜	kʰalɯmel
Carnarvon	카나번	kʰanabʌn
Carpathian	카르파티아	kʰalɯpʰatʰia
Carpato	카르파토	kʰalɯpʰatʰo
Carpentaria	카펀테리아	kʰapʰʌntʰelia
Carrabelle	캐러벨	kʰɛlʌbel
Carrhae	카레	kʰale
Carrickfergus	캐릭퍼거스	kʰɛlikpʰʌgʌsɯ
Cascade	캐스케이드	kʰɛsɯkʰeidɯ
Casper	캐스퍼	kʰɛsɯpʰʌ
Caspian	카스피	kʰasɯpʰi
Catana	카타나	kʰatʰana
Cattaro	카타로	kʰatʰalo
Caucasus	코카서스	kʰokʰasʌsɯ
Cayes	카이	kʰai
Cayman	케이맨	kʰeimɛn
Celebes	셀레베스	sellebesɯ
Celje	첼레	t͡ɕʰelle
Central	센트럴	sentʰɯlʌl
Cetinje	체티네	t͡ɕʰetʰine
Chaco	차코	t͡ɕʰakʰo
Chaeroneia	카이로네이아	kʰailoneia
Challenger	챌린저	t͡ɕʰɛllind͡ɕʌ
Chaman	차만	t͡ɕʰaman
Channel	채널	t͡ɕʰɛnʌl
Chappaquiddick	채퍼퀴딕	t͡ɕʰɛpʰʌkʰwidik
Charlotte	샬럿	sjallʌt
Chatham	채텀	t͡ɕʰɛtʰʌm
Cherski	체르스키	t͡ɕʰelɯsɯkʰi
Chesapeake	체서피크	t͡ɕʰesʌpʰikʰɯ
Cheshire	체셔	t͡ɕʰesjʌ
Chilwa	칠와	t͡ɕʰilwa
Chimborazo	침보라소	t͡ɕʰimbolaso
Chinandega	치난데가	t͡ɕʰinandega
Chios	키오스	kʰiosɯ
Chiquimula	치키물라	t͡ɕʰikʰimulla
Chiriqui	치리키	t͡ɕʰilikʰi
Chola	촐라	t͡ɕʰolla
Choluteca	촐루테카	t͡ɕʰollutʰekʰa
Chontales	촌탈레스	t͡ɕʰontʰallesɯ
Cilicia	길리기아	killigia
Cimarron	시머론	simʌlon
Citlaltepetl	시틀랄테페틀	sitʰɯllaltʰepʰetʰɯl
Clarksburg	클라크스버그	kʰɯllakʰɯsɯbʌgɯ
Clifden	클리프덴	kʰɯllipʰɯden
Clipperton	클리퍼턴	kʰɯllipʰʌtʰʌn
Cloncurry	클론커리	kʰɯllonkʰʌli
Cloud	클라우드	kʰɯllaudɯ
Clover	클로버	kʰɯllobʌ
Clwyd	클루이드	kʰɯlluidɯ
Clyde	클라이드	kʰɯllaidɯ
Cnidos	크니도스	kʰɯnidosɯ
Cnossos	크노소스	kʰɯnososɯ
Coalbrookdale	콜브룩데일	kʰolbɯlukt͈eil
Coast	코스트	kʰosɯtʰɯ
Coats	코츠	kʰot͡ɕʰɯ
Cobalt	코발트	kʰobaltʰɯ
Cobar	코바	kʰoba
Cocos	코코스	kʰokʰosɯ
Cod	코드	kʰodɯ
Coira	코이라	kʰoila
Coire	쿠아르	kʰualɯ
Coleraine	콜레인	kʰollein
Collingwood	콜링우드	kʰolliŋudɯ
Colon	콜론	kʰollon
Colossae	골로새	kollosɛ
Comayagua	코마야과	kʰomajagwa
Comoro	코모로	kʰomolo
Congo	콩고	kʰoŋgo
Cookstown	쿡스타운	kʰuks͈ɯtʰaun
Cooktown	쿡타운	kʰuktʰaun
Coolgardie	쿨가디	kʰulgadi
Cooma	쿠마	kʰuma
Coppermine	코퍼마인	kʰopʰʌmain
Cordillera	코르디예라	kʰolɯdijela
Cordova	코도바	kʰodoba
Corse	코르스	kʰolɯsɯ
Corsica	코르시카	kʰolɯsikʰa
Cosmoledo	코스몰레도	kʰosɯmolledo
Cotulla	커툴라	kʰʌtʰulla
Courtenay	코트니	kʰotʰɯni
Craigavon	크레이개번	kʰɯleigɛbʌn
Crawley	크롤리	kʰɯlolli
Creek	크리크	kʰɯlikʰɯ
Cres	츠레스	t͡ɕʰɯlesɯ
Creta	크레타	kʰɯletʰa
Crete	그레데	kɯlede
Crimea	크리미아	kʰɯlimia
Crooked	크루커드	kʰɯlukʰʌdɯ
Crozet	크로제	kʰɯlod͡ɕe
Cuernavaca	쿠에르나바카	kʰuelɯnabakʰa
Cuyuna	카이유나	kʰaijuna
Cyrenaeca	키레나이카	kʰilenaikʰa
Czech	체코	t͡ɕʰekʰo
Daloa	달로아	talloa
Dammeseq	다메섹	tamesek
Damodar	다모다르	tamodalɯ
Danube	다뉴브	tanjubɯ
Dardanelles	다르다넬스	talɯdanels͈ɯ
Dartmouth	다트머스	tatʰɯmʌsɯ
Debar	데바르	tebalɯ
Decapolis	데가볼리	tegabolli
Decatur	디케이터	tikʰeitʰʌ
Delium	델리움	tellium
Delos	델로스	tellosɯ
Delphoe	델포이	telpʰoi
Delsberg	델스베르크	tels͈ɯbelɯkʰɯ
Derbyshire	더비셔	tʌbisjʌ
Derventa	데르벤타	telɯbentʰa
Desoto	디소토	tisotʰo
Devon	데번	tebʌn
Devonport	데번포트	tebʌnpʰotʰɯ
Differdingen	디퍼딩겐	tipʰʌdiŋgen
Dilon	딜런	tillʌn
Dinasaur	다이너소어	tainʌsoʌ
Djokjakarta	족자카르타	t͡ɕokt͈͡ɕakʰalɯtʰa
Dnepr	드네프르	tɯnepʰɯlɯ
Dodecanese	도데카네스	todekʰanesɯ
Dominion	도미니언	tominiʌn
Donau	도나우	tonau
Garfunkel	가펑클	kapʰʌŋkʰɯl
Shreveport	슈리브포트	sjulibɯpʰotʰɯ
Donora	도노라	tonola
Dornoch	도녹	tonok
Dorset	도싯	tosit
Dorsetshire	도싯셔	tosits͈jʌ
Down	다운	taun
Drava	드라바	tɯlaba
Drina	드리나	tɯlina
Drogheda	드로이다	tɯloida
Dunbar	던바	tʌnba
Dungannon	던개넌	tʌngɛnʌn
Dyfed	디버드	tibʌdɯ
East	이스트	isɯtʰɯ
Eastbourne	이스트본	isɯtʰɯbon
Eastmain	이스트메인	isɯtʰɯmein
Eaton	이턴	itʰʌn
Edgehill	에지힐	ed͡ɕihil
Elbert	엘버트	elbʌtʰɯ
Elko	엘코	elkʰo
Ellesmere	엘즈미어	eld͡ɕɯmiʌ
Ellice	엘리스	ellisɯ
Elliott	엘리엇	elliʌt
Elmira	엘마이라	elmaila
Ely	일리	illi
Emaos	엠마오	emmao
Emerald	에메랄드	emelaldɯ
Erebus	에러버스	elʌbʌsɯ
Escanaba	에스커나바	esɯkʰʌnaba
Exe	엑스	eks͈ɯ
Eyre	에어	eʌ
Fairway	페어웨이	pʰeʌwei
Fermanagh	퍼매나	pʰʌmɛna
Fife	파이프	pʰaipʰɯ
Finger	핑거	pʰiŋgʌ
Fishguard	피시가드	pʰisigadɯ
Fleet	플리트	pʰɯllitʰɯ
Flinders	플린더스	pʰɯllindʌsɯ
Melayu	믈라유	mɯllaju
Sriwijaya	스리위자야	sɯliwid͡ɕaja
Folkestone	포크스턴	pʰokʰɯsɯtʰʌn
Cronkite	크롱카이트	kʰɯloŋkʰaitʰɯ
Forrest	포러스트	pʰolʌsɯtʰɯ
Forth	포스	pʰosɯ
Fremont	프리몬트	pʰɯlimontʰɯ
Fria	프리아	pʰɯlia
Frome	프롬	pʰɯlom
Frundy	펀디	pʰʌndi
Fundy	펀디	pʰʌndi
Furneaux	퍼노	pʰʌno
Gadsden	개즈든	kɛd͡ɕɯdɯn
Gagnon	가뇽	kanjoŋ
Gainesville	게인즈빌	keind͡ɕɯbil
Galesburg	게일즈버그	keild͡ɕɯbʌgɯ
Galveston	갤버스턴	kɛlbʌsɯtʰʌn
Gambell	갬벨	kɛmbel
Gambier	갬비어	kɛmbiʌ
Gander	갠더	kɛndʌ
Gao	가오	kao
Gascoyne	개스코인	kɛsɯkʰoin
Geelong	절롱	t͡ɕʌlloŋ
Geraldton	제럴턴	t͡ɕelʌltʰʌn
Gila	힐라	hilla
Gisborne	기즈번	kid͡ɕɯbʌn
Glendive	글렌다이브	kɯllendaibɯ
Gloucestershire	글로스터셔	kɯllosɯtʰʌsjʌ
Goderich	고드리치	kodɯlit͡ɕʰi
Gogebic	고기빅	kogibik
Goldsboro	골즈버러	kold͡ɕɯbʌlʌ
Grafton	그래프턴	kɯlɛpʰɯtʰʌn
Grampian	그램피언	kɯlɛmpʰiʌn
Grampians	그램피언스	kɯlɛmpʰiʌns͈ɯ
Grants	그랜츠	kɯlɛnt͡ɕʰɯ
Grenada	그러네이다	kɯlʌneida
Grimaldi	그리말디	kɯlimaldi
Grimsby	그림즈비	kɯlimd͡ɕɯbi
Guernsey	건지	kʌnd͡ɕi
Guiford	길퍼드	kilpʰʌdɯ
Guthrie	거스리	kʌsɯli
Guymon	가이먼	kaimʌn
Gwent	권트	kwʌntʰɯ
Gwynedd	귀네드	kwinedɯ
Gwyneth	귀네스	kwinesɯ
Haleakala	할레아칼라	halleakʰalla
Hamersley	해머즐리	hɛmʌd͡ɕɯlli
Hanalei	하날레이	hanallei
Hardin	하딘	hadin
Harlech	할렉	hallek
Harney	하니	hani
Harwich	하리치	halit͡ɕʰi
Hatteras	해터러스	hɛtʰʌlʌsɯ
Hattiesburg	해티즈버그	hɛtʰid͡ɕɯbʌgɯ
Havre	해버	hɛbʌ
Headland	헤들랜드	hedɯllɛndɯ
Hearne	헌	hʌn
Hebrides	헤브리디스	hebɯlidisɯ
Hertfordshire	하트퍼드셔	hatʰɯpʰʌdɯsjʌ
Hibernia	히베르니아	hibelɯnia
Hokitika	호키티카	hokʰitʰikʰa
Holbrook	홀브룩	holbɯluk
Holyhead	홀리헤드	hollihedɯ
Homestead	홈스테드	homs͈ɯtʰedɯ
Hood	후드	hudɯ
Hopedale	호프데일	hopʰɯdeil
Humber	험버	hʌmbʌ
Humberside	험버사이드	hʌmbʌsaidɯ
Humphreys	험프리스	hʌmpʰɯlisɯ
Huntsville	헌츠빌	hʌnt͡ɕʰɯbil
Hurricane	허리케인	hʌlikʰein
Imperial	임피리얼	impʰiliʌl
Inglewood	잉글우드	iŋgɯludɯ
Ironknob	아이언노프	aiʌnnopʰɯ
Irvine	어바인	ʌbain
Jaluit	잴루잇	t͡ɕɛlluit
Jarvis	자르비스	t͡ɕalɯbisɯ
Jasper	재스퍼	t͡ɕɛsɯpʰʌ
Jersey	저지	t͡ɕʌd͡ɕi
Jonesboro	존즈버러	t͡ɕond͡ɕɯbʌlʌ
Kaala	카알라	kʰaalla
Kahoolawe	카호올라웨	kʰahoollawe
Kahuku	카후쿠	kʰahukʰu
Kailua	카일루아	kʰaillua
Kaiwi	카이위	kʰaiwi
Kalamazoo	캘러머주	kʰɛllʌmʌd͡ɕu
Kalawao	칼라와오	kʰallawao
Kamloops	캠루프스	kʰɛmnupʰɯsɯ
Kaneohe	카네오헤	kʰaneohe
Kangaroo	캥거루	kʰɛŋgʌlu
Kansas	캔자스	kʰɛnd͡ɕasɯ
Kaskaskia	캐스캐스키아	kʰɛsɯkʰɛsɯkʰia
Katmai	카트마이	kʰatʰɯmai
Kauai	카우아이	kʰauai
Kaula	카울라	kʰaulla
Kawaihae	카와이하에	kʰawaihae
Kayak	카약	kʰajak
kealakekua	케알라케콰	kʰeallakʰekʰwa
Keewatin	키웨이틴	kʰiweitʰin
Kenora	커노라	kʰʌnola
Kenosha	커노샤	kʰʌnosja
Kentland	켄틀랜드	kʰentʰɯllɛndɯ
Kermadec	케르마데크	kʰelɯmadekʰɯ
Kettle	케틀	kʰetʰɯl
Kewanee	키와니	kʰiwani
Keywest	키웨스트	kʰiwesɯtʰɯ
Faleomavaega	팔레오마바에가	pʰalleomabaega
Kilauea	킬라우에아	kʰillauea
Killarney	킬라니	kʰillani
Pataki	퍼타키	pʰʌtʰakʰi
Kingman	킹먼	kʰiŋmʌn
Kingsville	킹즈빌	kʰiŋd͡ɕɯbil
Kirkcaldy	커콜디	kʰʌkʰoldi
Kirkwall	커크월	kʰʌkʰɯwʌl
Kiska	키스카	kʰisɯkʰa
Kodiak	코디액	kʰodiɛk
Kosciusko	코지어스코	kʰod͡ɕiʌsɯkʰo
Kusaie	쿠사이에	kʰusaie
Lawrenceville	로렌스빌	lolens͈ɯbil
Leicestershire	레스터셔	lesɯtʰʌsjʌ
Lemmon	레먼	lemʌn
Lerwick	러윅	lʌwik
Lethbridge	레스브리지	lesɯbɯlid͡ɕi
Levis	리비스	libisɯ
Lewiston	루이스턴	luisɯtʰʌn
Liberal	리버럴	libʌlʌl
Limavady	리머배디	limʌbɛdi
Line	라인	lain
Lisburn	리즈번	lid͡ɕɯbʌn
Lisianski	리시안스키	lisians͈ɯkʰi
Lizard	리저드	lid͡ɕʌdɯ
Lomond	로몬드	lomondɯ
Longs	롱스	loŋs͈ɯ
Longview	롱뷰	loŋbju
Lorain	로레인	lolein
Lostwithiel	로스트위시얼	losɯtʰɯwisiʌl
Lothian	로디언	lodiʌn
Louisiana	루이지애나	luid͡ɕiɛna
Luton	루턴	lutʰʌn
Lynchburg	린치버그	lint͡ɕʰibʌgɯ
Mackay	매카이	mɛkʰai
MacKenzie	매켄지	mɛkʰend͡ɕi
Mackinaw	매키노	mɛkʰino
Mackinley	매킨리	mɛkʰilli
Macon	메이컨	meikʰʌn
Macquarie	매쿼리	mɛkʰwʌli
Magherafelt	마러펠트	malʌpʰeltʰɯ
Mandan	맨던	mɛndʌn
Manicouagan	매니쿼건	mɛnikʰwʌgʌn
Manihiki	마니히키	manihikʰi
Manistee	매니스티	mɛnisɯtʰi
Manitoulin	매니툴린	mɛnitʰullin
Manitowoc	매니터웍	mɛnitʰʌwʌk
Mankato	맨케이토	mɛnkʰeitʰo
Mansel	맨슬	mɛns͈ɯl
Manukau	마누카우	manukʰau
Mariana	마리아나	maliana
Marinette	매리넷	mɛlinet
Markham	마컴	makʰʌm
Marquette	마켓	makʰet
Maryborough	메리버러	melibʌlʌ
Marysville	메리즈빌	melid͡ɕɯbil
Maui	마우이	maui
Maunakea	마우나케아	maunakʰea
McAllen	매캘런	mɛkʰɛllʌn
McComb	매콤	mɛkʰom
McMurdo	맥머도	mɛŋmʌdo
McMurry	맥머리	mɛŋmʌli
Medford	메드퍼드	medɯpʰʌdɯ
Melfort	멜퍼트	melpʰʌtʰɯ
Menominee	메노미니	menomini
Merauke	메라우케	melaukʰe
Meridian	머리디언	mʌlidiʌn
Mersey	머지	mʌd͡ɕi
Merseyside	머지사이드	mʌd͡ɕisaidɯ
Mesabi	메사비	mesabi
Middlesex	미들섹스	midɯls͈eks͈ɯ
Midway	미드웨이	midɯwei
Neil	닐	nil
Negroponte	네그로폰테	negɯlopʰontʰe
Milford	밀퍼드	milpʰʌdɯ
Mingan	밍건	miŋgʌn
Miquelon	미클롱	mikʰɯlloŋ
Mississippi	미시시피	misisipʰi
Missoula	미줄라	mid͡ɕulla
Mistassini	미스터시니	misɯtʰʌsini
Moab	모아브	moabɯ
Mobile	모빌	mobil
Mobridge	모브리지	mobɯlid͡ɕi
Modesto	머데스토	mʌdesɯtʰo
Mohawk	모호크	mohokʰɯ
Mojave	모하비	mohabi
Moline	몰린	mollin
Molokai	몰로카이	mollokʰai
Moncton	멍크턴	mʌŋkʰɯtʰʌn
Monterey	몬터레이	montʰʌlei
Monticello	몬티셀로	montʰisello
Moorhead	무어헤드	muʌhedɯ
Moose	무스	musɯ
Moscow	모스코	mosɯkʰo
Mourne	몬	mon
Moyle	모이얼	moiʌl
Mu	무	mu
Mullingar	멀린가	mʌllinga
Murchison	머치슨	mʌt͡ɕʰisɯn
Murray	머리	mʌli
Murrumbidgee	머럼비지	mʌlʌmbid͡ɕi
Muskegon	머스키건	mʌsɯkʰigʌn
Muskogee	머스코지	mʌsɯkʰod͡ɕi
Naalehu	나알레후	naallehu
Nampa	냄파	nɛmpʰa
Nantwich	낸트위치	nɛntʰɯwit͡ɕʰi
Narbonensis	나르보넨시스	nalɯbonens͈isɯ
Narrogin	내러진	nɛlʌd͡ɕin
Pravda	프라우다	pʰɯlauda
Naseby	네이즈비	neid͡ɕɯbi
Nashville	내슈빌	nɛsjubil
Navajo	나바호	nabaho
Niihau	니하우	nihau
Nipigon	니피곤	nipʰigon
Nogales	노갤러스	nogɛllʌsɯ
Noranda	노랜다	nolɛnda
Normandie	노르망디	nolɯmaŋdi
Normanton	노먼턴	nomʌntʰʌn
Norseman	노스먼	nosɯmʌn
Northampton	노샘프턴	nosɛmpʰɯtʰʌn
Northamptonshire	노샘프턴셔	nosɛmpʰɯtʰʌns͈jʌ
Northport	노스포트	nosɯpʰotʰɯ
Northumberland	노섬벌랜드	nosʌmbʌllɛndɯ
Northwest	노스웨스트	nosɯwesɯtʰɯ
Norwalk	노워크	nowʌkʰɯ
Norwich	노리치	nolit͡ɕʰi
Nottinghamshire	노팅엄셔	notʰiŋʌms͈jʌ
Novgorod	노브고로드	nobɯgolodɯ
Paltrow	팰트로	pʰɛltʰɯlo
Nulato	눌라토	nullatʰo
Nunavut	누나부트	nunabutʰɯ
Nunivak	누니백	nunibɛk
Oahu	오아후	oahu
Bulman	불먼	pulmʌn
Lesley	레슬리	lesɯlli
Jeb	젭	t͡ɕep
Couples	커플스	kʰʌpʰɯls͈ɯ
D'Amboise	당부아즈	taŋbuad͡ɕɯ
Harmon	하먼	hamʌn
Butch	부치	put͡ɕʰi
Skip	스킵	sɯkʰip
Kartman	카트먼	kʰatʰɯmʌn
Leadbetter	레드베터	ledɯbetʰʌ
Livingston	리빙스턴	libiŋs͈ɯtʰʌn
Oberdorfer	오버도퍼	obʌdopʰʌ
Oldham	올덤	oldʌm
Olympus	올림퍼스	ollimpʰʌsɯ
Petrosky	피트로스키	pʰitʰɯlosɯkʰi
Omagh	오마	oma
Pitofsky	피토프스키	pʰitʰopʰɯsɯkʰi
Podesta	포데스타	pʰodesɯtʰa
Onslow	온즐로	ond͡ɕɯllo
Sosa	소사	sosa
Sammy	새미	sɛmi
Oodnadatta	우드나다타	udɯnadatʰa
Orange	오렌지	olend͡ɕi
Ord	오드	odɯ
Autry	오트리	otʰɯli
Ordway	오드웨이	odɯwei
Brosius	브로셔스	pɯlosjʌsɯ
Orkney	오크니	okʰɯni
Orlando	올랜도	ollɛndo
Dodsworth	도즈워스	tod͡ɕɯwʌsɯ
Oshawa	오샤와	osjawa
Ostpreussen	동프로이센	toŋpʰɯloisen
Ovalau	오발라우	oballau
Owosso	오워소	owʌso
Oxfordshire	옥스퍼드셔	oks͈ɯpʰʌdɯsjʌ
Paducah	퍼듀카	pʰʌdjukʰa
McCartney	매카트니	mɛkʰatʰɯni
Palestine	팰러스틴	pʰɛllʌsɯtʰin
Palmyra	팔미라	pʰalmila
Palomar	팔로마	pʰalloma
Joyner	조이너	t͡ɕoinʌ
Jackie	재키	t͡ɕɛkʰi
McDowall	맥다월	mɛkt͈awʌl
Roddy	로디	lodi
McGuire	맥과이어	mɛkk͈waiʌ
Rand	랜드	lɛndɯ
Ayn	에인	ein
Henney	헤니	heni
Lewinsky	르윈스키	lɯwins͈ɯkʰi
Lockhart	록하트	lokʰatʰɯ
Maclaren	매클래런	mɛkʰɯllɛlʌn
Starr	스타	sɯtʰa
Axworthy	액스워디	ɛks͈ɯwʌdi
Dicaprio	디캐프리오	tikʰɛpʰɯlio
Leonardo	리어나도	liʌnado
Goldsworthy	골즈워디	kold͡ɕɯwʌdi
Grove	그로브	kɯlobɯ
Weaver	위버	wibʌ
Sigourney	시거니	sigʌni
Winslet	윈즐릿	wind͡ɕɯllit
Paragould	패러굴드	pʰɛlʌguldɯ
Paramount	패러마운트	pʰɛlʌmauntʰɯ
Parkes	파크스	pʰakʰɯsɯ
Parkland	파클랜드	pʰakʰɯllɛndɯ
Parry	패리	pʰɛli
Pasco	패스코	pʰɛsɯkʰo
Peace	피스	pʰisɯ
Pecos	페이커스	pʰeikʰʌsɯ
Pembroke	펨브로크	pʰembɯlokʰɯ
Pembina	펨비나	pʰembina
Pennine	페나인	pʰenain
Pensacola	펜서콜라	pʰens͈ʌkʰolla
Penzance	펜잰스	pʰend͡ɕɛns͈ɯ
Peterborough	피터버러	pʰitʰʌbʌlʌ
Peterhead	피터헤드	pʰitʰʌhedɯ
Petersburg	피터즈버그	pʰitʰʌd͡ɕɯbʌgɯ
ombudsman	옴부즈맨	ombud͡ɕɯmɛn
Pickens	피컨스	pʰikʰʌns͈ɯ
Plainfield	플레인필드	pʰɯlleinpʰildɯ
Plantation	플랜테이션	pʰɯllɛntʰeisjʌn
Platt	플랫	pʰɯllɛt
Platte	플랫	pʰɯllɛt
Plenty	플렌티	pʰɯllentʰi
Pocatello	포커텔로	pʰokʰʌtʰello
Portadown	포터다운	pʰotʰʌdaun
Portpatrick	포트패트릭	pʰotʰɯpʰɛtʰɯlik
Potomac	포토맥	pʰotʰomɛk
Pribilof	프리빌로프	pʰɯlibillopʰɯ
Provo	프로보	pʰɯlobo
Pueblo	푸에블로	pʰuebɯllo
McCreevy	매크리비	mɛkʰɯlibi
Quanah	콰나	kʰwana
Queens	퀸스	kʰwins͈ɯ
Quincy	퀸시	kʰwins͈i
Rainier	레이니어	leiniʌ
Ranger	레인저	leind͡ɕʌ
Rawlins	롤린스	lollins͈ɯ
Raymondville	레이먼드빌	leimʌndɯbil
Redfield	레드필드	ledɯpʰildɯ
Refugio	러퓨리오	lʌpʰjulio
Revelstoke	레블스토크	lebɯls͈ɯtʰokʰɯ
Richland	리칠랜드	lit͡ɕʰillɛndɯ
Rigolet	리걸렛	ligʌllet
Rimouski	리무스키	limusɯkʰi
Roanoke	로어노크	loʌnokʰɯ
Roberval	로베르발	lobelɯbal
Robson	로브슨	lobɯsɯn
Rochdale	로치데일	lot͡ɕʰideil
Rochelle	로셸	losjel
Rochester	로체스터	lot͡ɕʰesɯtʰʌ
Rockhampton	록햄프턴	lokʰɛmpʰɯtʰʌn
Rocksprings	록스프링스	loks͈ɯpʰɯliŋs͈ɯ
Rockwell	록웰	logwel
Roseburg	로즈버그	lod͡ɕɯbʌgɯ
Roswell	로즈웰	lod͡ɕɯwel
Rupert	루퍼트	lupʰʌtʰɯ
Sable	세이블	seibɯl
Saginaw	새기노	sɛgino
Saipan	사이판	saipʰan
Salina	설라이나	sʌllaina
Salop	샐럽	sɛllʌp
Salton	솔턴	soltʰʌn
Samoa	사모아	samoa
Sandusky	선더스키	sʌndʌsɯkʰi
Sanford	샌퍼드	sɛnpʰʌdɯ
Sardes	사르데스	salɯdesɯ
Sarnia	사니아	sania
Saskatoon	새스커툰	sɛsɯkʰʌtʰun
Schafer	셰이퍼	sjeipʰʌ
Schefferville	셰퍼빌	sjepʰʌbil
Somerset	서머싯	sʌmʌsit
Somersetshire	서머싯셔	sʌmʌsits͈jʌ
Songhay	송하이	soŋhai
Soo	수	su
Spartanburg	스파튼버그	sɯpʰatʰɯnbʌgɯ
Springhill	스프링힐	sɯpʰɯliŋhil
Stafford	스태퍼드	sɯtʰɛpʰʌdɯ
Staffordshire	스태퍼드셔	sɯtʰɛpʰʌdɯsjʌ
Staples	스테이플스	sɯtʰeipʰɯls͈ɯ
Sterling	스털링	sɯtʰʌlliŋ
Stevenage	스테버니지	sɯtʰebʌnid͡ɕi
Stoke	스토크	sɯtʰokʰɯ
Strabane	스트러밴	sɯtʰɯlʌbɛn
Stranraer	스트랜라	sɯtʰɯlɛlla
Strathclyde	스트래스클라이드	sɯtʰɯlɛsɯkʰɯllaidɯ
Selkirk	셀커크	selkʰʌkʰɯ
Senneterre	센테르	sentʰelɯ
Severn	세번	sebʌn
Shawinigan	셔위니건	sjʌwinigʌn
Sheboygan	시보이건	siboigʌn
Shelby	셸비	sjelbi
Sheldon	셸던	sjeldʌn
Sherbrooke	셔브룩	sjʌbɯluk
Sheridan	셰리든	sjelidɯn
Shetland	셰틀랜드	sjetʰɯllɛndɯ
Sumter	섬터	sʌmtʰʌ
Superior	슈피리어	sjupʰiliʌ
Suwannee	스와니	sɯwani
Swan	스완	sɯwan
Swanscombe	스완즈컴	sɯwand͡ɕɯkʰʌm
Sweetwater	스위트워터	sɯwitʰɯwʌtʰʌ
Swindon	스윈던	sɯwindʌn
Sykes	사이크스	saikʰɯsɯ
Syria	시리아	silia
Sitka	싯카	sitkʰa
Smithfield	스미스필드	sɯmisɯpʰildɯ
Smyrna	스머나	sɯmʌna
Snake	스네이크	sɯneikʰɯ
Tahoe	타호	tʰaho
Tamworth	탬워스	tʰɛmwʌsɯ
Tasman	태즈먼	tʰɛd͡ɕɯmʌn
Taunton	톤턴	tʰontʰʌn
Taupo	타우포	tʰaupʰo
Tayside	테이사이드	tʰeisaidɯ
Tees	티스	tʰisɯ
Tennessee	테네시	tʰenesi
Texarkana	텍사캐나	tʰeks͈akʰɛna
Thaddaeus	다대오	tadɛo
Thames	템스	tʰems͈ɯ
Thomasville	토머스빌	tʰomʌsɯbil
Ukiah	유카이아	jukʰaia
Uvalde	유밸디	jubɛldi
Thursday	목요	mogjo
Thurso	서소	sʌso
Thurston	서스턴	sʌsɯtʰʌn
Timmins	티민스	tʰimins͈ɯ
Tomah	토마	tʰoma
Tonopah	토너파	tʰonʌpʰa
Tor	토어	tʰoʌ
Torbay	토베이	tʰobei
Torrance	토런스	tʰolʌns͈ɯ
Trail	트레일	tʰɯleil
Trapper	트래퍼	tʰɯlɛpʰʌ
Trinidad	트리니대드	tʰɯlinidɛdɯ
